code_ucd;libelle_traitement;type
9403521;BUSULFAN FRESENIUS KABI 6 MG/ML solution Ö diluer pour perfusion;
9403679;GAMMANORM 165 MG/ML INJ FL48ML;
9410975;NOXAFIL 300MG solution Ö diluer pour perfusion;
9411041;MITOXANTRONE ACCORD 2 MG/ML solution Ö diluer pour perfusion en flacon de 15 ml (contenant 10 ml);
9411058;MITOXANTRONE ACCORD 2 MG/ML solution Ö diluer pour perfusion en flacon de 5 ml;
9411087;PANOBINOSTAT 10 MG gÇlule;
9411093;PANOBINOSTAT 15 MG gÇlule;
9411101;PANOBINOSTAT 20 MG gÇlule;
9411360;EPLERENONE MYL 25MG CPR;
9417233;ARMISARTE 25MG/ML PERF FL4ML;
9417256;ARMISARTE 25MG/ML PERF FL40ML;
9417256;ARMISARTE 25MG/ML PERF FL40ML;
9417291;LINEZOLIDE MYLAN 2 MG/ML solution pour perfusion en poche de 300 ml;
9417569;VORICONAZOLE PANPHARMA 200 MG poudre pour solution pour perfusion;
9417569;VORICONAZOLE PANPHARMA 200 MG poudre pour solution pour perfusion;
9417575;OCTAPLEX 1000 UI poudre et solvant pour solution pour perfusion;
9419309;PEMETREXED FRESENIUS KABI 100 MG poudre pour solution Ö diluer pour perfusion en flacon;
9419315;PEMETREXED FRESENIUS KABI 500 MG poudre pour solution Ö diluer pour perfusion en flacon;
9419315;PEMETREXED FRESENIUS KABI 500 MG poudre pour solution Ö diluer pour perfusion en flacon;
9419516;ORFADIN 20MG GELU FL60;
9419522;ORFADIN 4MG/ML BUV FL90ML 1;
9419611;LINEZOLIDE MYLAN PHARMA 600 MG comprimÇ pelliculÇ;
9419723;KEYTRUDA 25MG/ML PERF FL4ML;
9403679;GAMMANORM 165 MG/ML INJ FL48ML;
9403685;GAMMANORM 165 MG/ML INJ FL6ML;
9403685;GAMMANORM 165 MG/ML INJ FL6ML;
9403691;MABTHERA 1 400 MG/11,7 ML solution pour injection sous-cutanÇe;
9404118;PARACET.MAC10MG/ML P 10ML PREL, solution pour perfusion;
9404331;EFAVIRENZ SANDOZ 600 MG comprimÇ pelliculÇ sÇcable;
9404377;ROACTEMRA (TOCILIZUMAB) 162 MG/0,9 ML SOLUTION INJECTABLE EN SERINGUE PREREMPLIE;
9411377;EPLERENONE MYL 50MG CPR;
9411940;LINEZOLIDE KABI 600 MG comprimÇ pelliculÇ;
9411957;ORENCIA 125 MG solution injectable en stylo prÇrempli ClickJect;
9412075;LINEZOLIDE KABI 2 MG/ML solution pour perfusion;
9412129;BLINCYTO 38,5MCG PERF F+F10ML;
9412158;EPLERENONE PFZ 25MG CPR;
9412164;EPLERENONE PFZ 50MG CPR;
9417575;OCTAPLEX 1000 UI poudre et solvant pour solution pour perfusion;
9417658;GEMCITABINE KABI 38 MG/ML solution Ö diluer pour perfusion en flacon de 26,3 mL;
9417664;GEMCITABINE KABI 38 MG/ML solution Ö diluer pour perfusion en flacon de 5,26 mL;
9417670;GEMCITABINE KABI 38 MG/ML solution Ö diluer pour perfusion en flacon de 52,6 mL;
9417871;DARZALEX 20MG/ML PERF FL20ML;
9417888;DARZALEX 20MG/ML PERF FL5ML;
9417894;NEOFORDEX 40 MG comprimÇs;
9419806;EPCLUSA 400 MG/100 MG comprimÇ pelliculÇ;
9419947;VORICONAZOLE OHRE PHARMA 200 MG poudre pour solution pour perfusion;
9419947;VORICONAZOLE OHRE PHARMA 200 MG poudre pour solution pour perfusion;
9419976;VORICONAZOLE TVC 200MG INJ FL;
9419976;VORICONAZOLE TVC 200MG INJ FL;
9420399;MYSILDECARD 20 MG CPR;
9420413;ALPROLIX 1000UI INJ FL+SRG 1;
9404377;ROACTEMRA (TOCILIZUMAB) 162 MG/0,9 ML SOLUTION INJECTABLE EN SERINGUE PREREMPLIE;
9404549;GAMMANORM 165 MG/ML INJ FL12ML;
9404549;GAMMANORM 165 MG/ML INJ FL12ML;
9404555;GAMMANORM 165 MG/ML INJ FL24ML;
9404555;GAMMANORM 165 MG/ML INJ FL24ML;
9404615;GRANUPAS 4 G granulÇs gastro-rÇsistants;
9404621;KOLBAM 250 MG gÇlule;
9412276;EPLERENONE ZEN 25MG CPR;
9412282;EPLERENONE ZEN 50MG CPR;
9412388;LINEZOLIDE SANDOZ 600 MG comprimÇ pelliculÇ;
9412968;EPLERENONE EG 25MG CPR;
9412974;EPLERENONE EG 50MG CPR;
9412980;EPLERENONE ZYD 25MG CPR;
9412997;EPLERENONE ZYD 50MG CPR;
9417977;LINEZOLIDE ARROW 600 MG comprimÇ pelliculÇ;
9417983;VORICONAZOLE ARROW 200 MG poudre pour solution pour perfusion;
9417983;VORICONAZOLE ARROW 200 MG poudre pour solution pour perfusion;
9418008;ZEPATIER 50 MG/100 MG comprimÇ pelliculÇ;
9418072;ODEFSEY 200 MG/25 MG/25 MG CPR;
9418095;KOVALTRY 1000 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9418095;KOVALTRY 1000 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9420413;ALPROLIX 1000UI INJ FL+SRG 1;
9420436;ALPROLIX 2000UI INJ FL+SRG 1;
9420436;ALPROLIX 2000UI INJ FL+SRG 1;
9420442;ALPROLIX 250UI INJ FL+SRG 1;
9420442;ALPROLIX 250UI INJ FL+SRG 1;
9420459;ALPROLIX 3000UI INJ FL+SRG 1;
9420459;ALPROLIX 3000UI INJ FL+SRG 1;
9404638;KOLBAM 50 MG gÇlule;
9404905;UVESTEROL VITAMINE A.D.E.C SOLUTION BUVABLE;
9404940;INSUMAN IMPLANTABLE 400 UL/ML (INSULINE HUMAINE), Solution pour perfusion, flacon (verre) de 10 ml;
9405023;REVESTIVE 5 MG poudre et solvant pour solution injectable;
9405081;HARVONI 90 MG/400 MG CPR;
9405135;SIGNIFOR 20 MG poudre et solvant pour suspension injectable;
9405141;SIGNIFOR 40 MG poudre et solvant pour suspension injectable;
9413123;STRENSIQ 100MG/ML INJ F0,8ML12;
9413146;STRENSIQ 40MG/ML INJ F0,45ML12;
9413152;STRENSIQ 40MG/ML INJ FL0,7ML12;
9413169;STRENSIQ 40MG/ML INJ FL1ML 12;
9413212;DELTYBA 50 MG CPR;
9413212;DELTYBA 50 MG CPR;
9413241;LINEZOLIDE PANPHARMA 2 MG/ML solution pour perfusion en poche de 300 mL;
9418103;KOVALTRY 2000 UI Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable;
9418103;KOVALTRY 2000 UI Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable;
9418126;KOVALTRY 250 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9418126;KOVALTRY 250 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9418132;KOVALTRY 3000 UI Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable;
9418132;KOVALTRY 3000 UI Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable;
9418149;KOVALTRY 500 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9420465;ALPROLIX 500UI INJ FL+SRG 1;
9420465;ALPROLIX 500UI INJ FL+SRG 1;
9420494;MIDOSTAURINE 25 MG capsule molle;
9420519;CASPOFUNGINE ACCORD 50 MG poudre pour solution Ö diluer pour perfusion;
9420525;CASPOFUNGINE ACCORD 70 MG poudre pour solution Ö diluer pour perfusion;
9420531;PANZYGA 100MG/ML INJ FL100ML;
9420531;PANZYGA 100MG/ML INJ FL100ML;
9405158;SIGNIFOR 60 MG poudre et solvant pour suspension injectable;
9405566;CERDELGA 84 MG gÇlule;
9405678;REVLIMID 2,5 MG gÇlule;
9405709;VENTAVIS 20 MICROGRAMMES /ML solution pour inhalation par nÇbuliseur;
9405709;VENTAVIS 20 MICROGRAMMES /ML solution pour inhalation par nÇbuliseur;
9406206;YTTRIGA solution de prÇcurseur radiopharmaceutique en flacon de 10 ml;
9406212;YTTRIGA solution de prÇcurseur radiopharmaceutique en flacon de 3 ml;
9413347;GENVOYA 150 MG/150 MG/200 MG/10 MG comprimÇ pelliculÇ;
9413413;FARYDAK 10 MG gÇlule;
9413436;FARYDAK 15 MG gÇlule;
9413442;FARYDAK 20 MG gÇlule;
9413614;LUMACAFTOR/IVACAFTOR VERTEX 200 MG/125 MG comprimÇ pelliculÇ;
9413838;KYPROLIS 60MG PERF FL;
9413962;OCTANATE LV 100 UI/ML 1 Boåte de 1, 500 UI de poudre en flacon + 5 ml de solvant en flacon + 1 seringue jetable, 1 nÇcessaire de transfert, 1 aigui;
9418149;KOVALTRY 500 UI Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable;
9418184;IBLIAS 1000UI INJ FL+FL +D+N;
9418184;IBLIAS 1000UI INJ FL+FL +D+N;
9418190;IBLIAS 2000UI INJ FL+FL +D+N;
9418190;IBLIAS 2000UI INJ FL+FL +D+N;
9418209;IBLIAS 250UI INJ FL+FL +D+N;
9418209;IBLIAS 250UI INJ FL+FL +D+N;
9420548;PANZYGA 100MG/ML INJ FL200ML;
9420548;PANZYGA 100MG/ML INJ FL200ML;
9420554;PANZYGA 100MG/ML INJ FL25ML;
9420554;PANZYGA 100MG/ML INJ FL25ML;
9420560;PANZYGA 100MG/ML INJ FL300ML;
9420560;PANZYGA 100MG/ML INJ FL300ML;
9420577;PANZYGA 100MG/ML INJ FL50ML;
9406229;ADVATE 1 000 UI INJ FL+FL2ML +D;
9406229;ADVATE 1 000 UI INJ FL+FL2ML +D;
9406235;ADVATE 1 500 UI INJ FL+FL2ML +D;
9406235;ADVATE 1 500 UI INJ FL+FL2ML +D;
9406241;ADVATE 2 000 UI INJ FL+FL5ML +D;
9406241;ADVATE 2 000 UI INJ FL+FL5ML +D;
9406258;ADVATE 250 UI INJ FL+FL2ML+D;
9413962;OCTANATE LV 100 UI/ML 1 Boåte de 1, 500 UI de poudre en flacon + 5 ml de solvant en flacon + 1 seringue jetable, 1 nÇcessaire de transfert, 1 aigui;
9413979;OCTANATE LV 200 UI/ML 1 Boåte de 1, 1 000 UI de poudre en flacon + 5 ml de solvant en flacon + 1 seringue jetable, 1 nÇcessaire de transfert, 1 aig;
9413979;OCTANATE LV 200 UI/ML 1 Boåte de 1, 1 000 UI de poudre en flacon + 5 ml de solvant en flacon + 1 seringue jetable, 1 nÇcessaire de transfert, 1 aig;
9414097;VORICONAZOLE ACCORD 200 MG Poudre pour solution pour perfusion;
9414097;VORICONAZOLE ACCORD 200 MG Poudre pour solution pour perfusion;
9414401;EPLERENONE CRT 25MG CPR;
9418215;IBLIAS 3000UI INJ FL+FL +D+N;
9418215;IBLIAS 3000UI INJ FL+FL +D+N;
9418221;IBLIAS 500UI INJ FL+FL +D+N;
9418221;IBLIAS 500UI INJ FL+FL +D+N;
9418238;IDELVION 1000UI INJ F+F 1+D+N;
9418238;IDELVION 1000UI INJ F+F 1+D+N;
9418244;IDELVION 2000UI INJ F+F 1+D+N;
9420577;PANZYGA 100MG/ML INJ FL50ML;
9420732;KYPROLIS 10MG PERF FL;
9420749;KYPROLIS 30MG PERF FL;
9420755;LINEZOLIDE ACCORD 600 MG comprimÇ pelliculÇ;
9420962;SYNAGIS 50 MG INJ FL0,5ML 1;
9420979;SYNAGIS 100 MG/ML INJ FL1ML;
9421223;CIMZIA 200MG INJ STYLO1ML;
9406258;ADVATE 250 UI INJ FL+FL2ML+D;
9406264;ADVATE 3 000 UI INJ FL+FL5ML +D;
9406264;ADVATE 3 000 UI INJ FL+FL5ML +D;
9406270;ADVATE 500 UI INJ FL+FL2ML+D;
9406270;ADVATE 500 UI INJ FL+FL2ML+D;
9406413;RIBAVOX 200 MG comprimÇ pelliculÇ;
9406436;RIBAVOX 400 MG comprimÇ pelliculÇ;
9414418;EPLERENONE CRT 50MG CPR;
9414507;EPLERENONE TVC 25MG CPR;
9414513;EPLERENONE TVC 50MG CPR;
9414826;VFEND 200MG 1 boåte de 1 flacon + poche pour perfusion de 50 ml + seringue de 20 ml + adaptateur, poudre et solvant pour solution pour pe;
9414996;EPLERENONE BGA 25MG CPR;
9415004;EPLERENONE BGA 50MG CPR;
9415263;MIGLUSTAT BLUEFISH 100 MG gÇlule;
9418244;IDELVION 2000UI INJ F+F 1+D+N;
9418250;IDELVION 250UI INJ FL+FL 1+D+N;
9418250;IDELVION 250UI INJ FL+FL 1+D+N;
9418267;IDELVION 500UI INJ FL+FL 1+D+N;
9418267;IDELVION 500UI INJ FL+FL 1+D+N;
9418356;VORICONAZOLE SANDOZ 200 MG poudre pour solution pour perfusion;
9418356;VORICONAZOLE SANDOZ 200 MG poudre pour solution pour perfusion;
9421252;NEVIRAPINE ARL 200MG CPR;
9421269;BOSENTAN TVC 125MG CPR;
9421275;BOSENTAN TVC 62,5MG CPR;
9421536;BOSENTAN MYL 125MG CPR;
9421542;BOSENTAN MYL 62.5MG CPR;
9421766;FLOLAN 1,5MG INJ FV+FP;
9421884;FLOLAN 0,5MG INJ FV+FP;
9407329;AZD9291 80 MG comprimÇ pelliculÇ;
9407370;HYQVIA 100 MG/ML PERF F+F100ML;
9407370;HYQVIA 100 MG/ML PERF F+F100ML;
9407387;HYQVIA 100 MG/ML PERF F+F200ML;
9407387;HYQVIA 100 MG/ML PERF F+F200ML;
9406761;GAZYVARO 1 000 MG PERF FL40ML;
9407312;AZD9291 40 MG comprimÇ pelliculÇ;
9240125;VFEND 200 mg poudre pour solution pour perfusion;
9240562;SUSTIVA 600 mg comprimÇ pelliculÇ;
9240740;CISPLATINE MYLAN 1 MG/ML solution Ö diluer pour perfusion en flacon de 100 ml;
9241047;PEGASYS 135 mcg solution injectable en seringue prÇremplie + 1 aiguille;
9241076;PEGASYS 180 mcg solution injectable en seringue prÇremplie + 1 aiguille;
9241082;SUSTIVA 30 mg/ml solution buvable;
9241159;CARBOPLATINE MYLAN 10 MG/ML solution pour perfusion en flacon de 60 ml;
9258102;ADVATE 250 UI poudre et solvant pour solution injectable;
9258119;ADVATE 500 UI poudre et solvant pour solution injectable;
9258504;ZEVALIN 1,6 mg/ml TROUS FL 4;
9258697;REYATAZ 150 mg gÇlule;
9258705;REYATAZ 200 mg gÇlule;
9259001;PAXENE 6 mg/ml solution Ö diluer pour perfusion en flacon 16,7 ml;
9259018;PAXENE 6 mg/ml solution Ö diluer pour perfusion en flacon 50 ml;
9196476;VIRAMUNE 200 mg comprimÇ;
9197441;ESKAZOLE 400 mg comprimÇ pelliculÇ sous plaquette thermoformÇe;
9197518;INTRONA 18 M UI/3 ml solution injectable en flacon;
9197702;MABTHERA 100 mg solution Ö diluer pour perfusion;
9197702;MABTHERA 100 mg solution Ö diluer pour perfusion;
9197719;MABTHERA 500 mg solution Ö diluer pour perfusion;
9197719;MABTHERA 500 mg solution Ö diluer pour perfusion;
9220878;ROFERON-A 4,5 M UI/0,5 ml solution injectable en seringue prÇremplie de 0,5 ml;
9220884;ROFERON-A 6 M UI/0,5 ml solution injectable en seringue prÇremplie de 0,5 ml;
9220890;ROFERON-A 9 M UI/0,5 ml solution injectable en seringue prÇremplie de 0,5 ml;
9221984;VIRAFERONPEG 100 mcg/0,5 ml poudre et solvant pour solution injectable;
9221990;VIRAFERONPEG 120 mcg/0,5 ml poudre et solvant pour solution injectable;
9222009;VIRAFERONPEG 150 mcg/0,5 ml poudre et solvant pour solution injectable;
9222015;VIRAFERONPEG 50 mcg/0,5 ml poudre et solvant pour solution injectable;
9241863;VIRAFERONPEG 100 mcg poudre et solvant pour solution injectable en stylo prÇrempli;
9259082;FEIBA 50U/ML INJ FL+FL20ML+BJ;
9259099;FEIBA 500 U INJ FL+FL+BJ;
9259099;FEIBA 500 U INJ FL+FL+BJ;
9259113;AMSALYO 75 mg poudre pour solution pour perfusion en flacon;
9259509;LYSODREN 500 mg comprimÇ;
9259691;CARBOPLATINE TEVA 10 mg/ml solution pour perfusion en flacon de 60 ml;
9259082;FEIBA 50U/ML INJ FL+FL20ML+BJ;
9260010;VELCADE 3,5 mg poudre pour solution injectable;
9260599;ERBITUX 2 mg/ml solution pour perfusion en flacon de 50 ml;
9261050;DEPOCYTE 50 mg solution pour perfusion en flacon de 5 ml;
9261104;AVASTIN 25 mg/ml solution Ö diluer pour perfusion en flacon de 4 ml;
9261110;AVASTIN 25 mg/ml solution Ö diluer pour perfusion en flacon de 16 ml;
9261771;ALIMTA 500 mg poudre pour solution Ö diluer pour perfusion;
9199055;GAMMAGARD 50 MG/ML FL+FL200ML;
9199055;GAMMAGARD 50 MG/ML FL+FL200ML;
9199061;GAMMAGARD 50 MG/ML poudre et solvant pour solution pour perfusion;
9199061;GAMMAGARD 50 MG/ML poudre et solvant pour solution pour perfusion;
9199078;GAMMAGARD 50MG/ML FL+FL 100 ML;
9199078;GAMMAGARD 50MG/ML FL+FL 100 ML;
9200031;CYSTAGON 150 mg gÇlule;
9222021;VIRAFERONPEG 80 mcg/0,5 ml poudre et solvant pour solution injectable;
9222647;DOXORUBICINE CHLORHYDRATE TEVA 0,2 P. 100 (10 mg/5 ml) solution injectable en flacon;
9222676;DOXORUBICINE CHLORHYDRATE TEVA 0,2 P. 100 (200 mg/100 ml) solution injectable en flacon;
9222682;DOXORUBICINE CHLORHYDRATE TEVA 0,2 P. 100 (50 mg/25 ml) solution injectable en flacon;
9223078;DEXAMETHASONE MERCK 20 MG/5 ML Solution injectable en ampoule;
9223084;DEXAMETHASONE MERCK 4 MG/1 ML Solution injectable en ampoule;
9223109;NALOXONE MERCK 0,4 MG/ML Solution injectable en ampoule;
9260010;VELCADE 3,5 mg poudre pour solution injectable;
9261908;RETROVIR 100 mg/10 ml solution buvable en flacon de 200 ml + seringue 1 ml;
9261966;TELZIR 700 mg comprimÇ;
9263391;PUREGON 900 UI SOL INJ CART;
9263468;GONAL F 300UI/0,5ML SOL INJ STYLO;
9263474;GONAL F 450UI/0,75ML SOL INJ STYLO;
9263480;GONAL F 900UI/1,5ML SOL INJ STYLO;
9261771;ALIMTA 500 mg poudre pour solution Ö diluer pour perfusion;
9264433;VANCOMYCINE KBI 1 G INJ FL;
9264456;VANCOMYCINE KBI 500 MG INJ FL;
9264663;KOGENATE BAYER 1 000 UI poudre et solvant pour solution injectable;
9264663;KOGENATE BAYER 1 000 UI poudre et solvant pour solution injectable;
9264686;KOGENATE BAYER 250 UI poudre et solvant pour solution injectable;
9264686;KOGENATE BAYER 250 UI poudre et solvant pour solution injectable;
9200048;CYSTAGON 50 mg gÇlule;
9200692;COMBIVIR comprimÇ pelliculÇ;
9200700;TESLASCAN 0,01 MMOL/ML Solution pour perfusion;
9200953;VINCRISTINE FAULDING 1 MG/ML Solution injectable;
9200976;VINCRISTINE FAULDING 2 MG/2 ML Solution injectable;
9200982;BENEFIX 1 000 UI poudre et solvant pour solution injectable;
9200982;BENEFIX 1 000 UI poudre et solvant pour solution injectable;
9223730;VIRACEPT 250 mg comprimÇ pelliculÇ;
9224698;ETOPOSIDE MYLAN 20 MG/ML solution Ö diluer pour perfusion en flacon de 10 ml;
9224758;KOGENATE BAYER 1000 UI poudre et solvant pour solution injectable;
9224758;KOGENATE BAYER 1000 UI poudre et solvant pour solution injectable;
9224764;KOGENATE BAYER 250 UI poudre et solvant pour solution injectable;
9224764;KOGENATE BAYER 250 UI poudre et solvant pour solution injectable;
9224770;KOGENATE BAYER 500 UI poudre et solvant pour solution injectable;
9264077;PLAQUENIL 200MG CPR PEL;
9269034;REPLAGAL 1 mg/ml solution Ö diluer pour perfusion en flacon de 1 ml;
9269229;SUBCUVIA 160 G/L solution injectable en flacon de 10 ml;
9269235;SUBCUVIA 160 G/L solution injectable en flacon de 5 ml;
9270617;VANCOMYCINE SANDOZ 125 mg poudre pour solution pour perfusion en flacon verre;
9270623;VANCOMYCINE SANDOZ 250 mg poudre pour solution pour perfusion en flacon verre;
9270646;VANCOMYCINE SANDOZ 500 mg poudre pour solution pour perfusion en flacon verre;
9264692;KOGENATE BAYER 500 UI poudre et solvant pour solution injectable;
9264692;KOGENATE BAYER 500 UI poudre et solvant pour solution injectable;
9264930;TELZIR 50 mg/ml suspension buvable;
9266550;ELOXATINE 5MG/ML PERF FL10ML solution Ö diluer pour perfusion en flacon de 10 ml;
9266567;ELOXATINE 5MG/ML PERF FL20ML solution Ö diluer pour perfusion en flacon de 20 ml;
9267911;ADRIBLASTINE 200 MG/100 ML solution injectable pour perfusion en flacon;
9267928;CARBOPLATINE WINTHROP 10 MG/ML solution pour perfusion en flacon de 60 ml;
9200999;BENEFIX 250 UI poudre et solvant pour solution injectable;
9200999;BENEFIX 250 UI poudre et solvant pour solution injectable;
9201007;BENEFIX 500 UI poudre et solvant pour solution injectable;
9201007;BENEFIX 500 UI poudre et solvant pour solution injectable;
9201065;SUSTIVA 200 mg gÇlule;
9202260;RIMIFON 500 MG/5 ML Solution injectable;
9202308;CISPLATINE DAKOTA PHARM 1 mg/ml solution injectable en flacon de 10 ml;
9224770;KOGENATE BAYER 500 UI poudre et solvant pour solution injectable;
9224971;HELIXATE NEXGEN 1000UI F+F+NEC;
9224971;HELIXATE NEXGEN 1000UI F+F+NEC;
9224988;HELIXATE NEXGEN 250 UI F+F+NEC;
9224988;HELIXATE NEXGEN 250 UI F+F+NEC;
9224994;HELIXATE NEXGEN 500UI F+F+NEC;
9224994;HELIXATE NEXGEN 500UI F+F+NEC;
9270787;ENBREL 50 mg poudre et solvant pour solution injectable + seringue prÇremplie;
9271781;GAMMANORM 165 mg/ml INJ A10ML;
9271781;GAMMANORM 165 mg/ml INJ A10ML;
9271798;OCTAPLEX poudre et solvant pour solution injectable;
9271798;OCTAPLEX poudre et solvant pour solution injectable;
9272680;VANCOMYCINE SANDOZ 1 g poudre pour solution pour perfusion en flacon verre de 20 ml;
9273426;KIVEXA CPR PELLIC;
9267934;CARBOPLATINE HOSPIRA 10 MG/ ML solution injectable pour perfusion en flacon de 60 ml;
9267957;CARBOPLATINE FAULDING 10 mg/ ml solution injectable pour perfusion A/F 45 ml;
9268000;DUODOPA Gel intestinal;
9268052;REYATAZ 50 mg/1,5 g poudre orale;
9268069;WILZIN 25 mg (acÇtate de zinc dihydratÇ) 1 Flacon de 250, gÇlules;
9268075;WILZIN 50 mg (acÇtate de zinc dihydratÇ) 1 Flacon de 250, gÇlules;
9268081;BERINERT 500 U/10 ML Poudre et solvant pour solution injectable/perfusion;
9202314;CISPLATINE DAKOTA PHARM 1 mg/ml solution injectable en flacon de 100 ml;
9202320;CISPLATINE DAKOTA PHARM 1 mg/ml solution injectable en flacon de 50 ml;
9202774;ADRIBLASTINE 10 mg/5 ml solution injectable pour perfusion en flacon polypropyläne;
9202780;ADRIBLASTINE 50 mg/25 ml solution injectable pour perfusion en flacon polypropyläne;
9202834;FARMORUBICINE 10 mg/5 ml solution injectable pour perfusion en flacon polypropyläne;
9202840;FARMORUBICINE 20 mg/10 ml solution injectable pour perfusion en flacon polypropyläne;
9202857;FARMORUBICINE 200 mg/100 ml solution injectable pour perfusion en flacon polypropyläne;
9225901;TRIZIVIR comprimÇ pelliculÇ;
9225918;FACTANE 100 UI/ml poudre et solvant pour solution injectable (10 ml);
9225918;FACTANE 100 UI/ml poudre et solvant pour solution injectable (10 ml);
9225924;FACTANE 100 UI/ml poudre et solvant pour solution injectable (2,5 ml);
9225924;FACTANE 100 UI/ml poudre et solvant pour solution injectable (2,5 ml);
9225930;FACTANE 100 UI/ml poudre et solvant pour solution injectable (5 ml);
9225930;FACTANE 100 UI/ml poudre et solvant pour solution injectable (5 ml);
9274727;ORFADIN 10 mg GELU FL60;
9274733;ORFADIN 2 mg GELU FL60;
9274756;ORFADIN 5 mg GELU FL60;
9274762;VIDAZA 25 MG/ML poudre pour suspension injectable en flacon verre de 100 mg;
9274762;VIDAZA 25 MG/ML poudre pour suspension injectable en flacon verre de 100 mg;
9275282;GAMMANORM 165 mg/ml INJ A.16,5G;
9275282;GAMMANORM 165 mg/ml INJ A.16,5G;
9268081;BERINERT 500 U/10 ML Poudre et solvant pour solution injectable/perfusion;
9268158;ELDISINE 5 mg poudre pour solution injectable en flacon;
9268218;ETOPOSIDE COOPER 2 P. 100 (100 mg/5 ml) solution Ö diluer pour perfusion en flacon verre de 5 ml;
9268276;FLUOROURACILE TEVA 250 mg/5 ml solution pour perfusion en ampoule de 5 ml;
9268282;FLUOROURACILE TEVA 500 mg/10 ml solution pour perfusion en ampoule de 10 ml;
9268388;MITOXANTRONE TEVA 10 MG/5 ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9268394;MITOXANTRONE TEVA 20 MG/10 ML Solution Ö diluer pour perfusion en flacon de 10 ml;
9202863;FARMORUBICINE 50 mg/25 ml solution injectable pour perfusion en flacon polypropyläne;
9202886;FLOLAN 1,5 mg poudre et solvant pour solution injectable;
9203058;TEMODAL 100 mg gÇlule;
9203064;TEMODAL 20 mg gÇlule;
9203070;TEMODAL 250 mg gÇlule;
9203087;TEMODAL 5 mg gÇlule;
9203383;VIRAMUNE 50 mg/5 ml suspension buvable;
9226473;CEFALOTINE MERCK 1 G Poudre pour solution injectable;
9226496;CEFAZOLINE MERCK 1 G Poudre pour solution injectable;
9226562;CISPLATINE MYLAN 10 MG/20 ML solution pour perfusion en flacon;
9226585;CISPLATINE MYLAN 25 MG/50 ML solution pour perfusion en flacon;
9226616;CISPLATINE MYLAN 50 MG/100 ML solution pour perfusion en flacon;
9226763;METHYLPREDNISOLONE MERCK 120 MG Poudre pour solution injectable;
9226786;METHYLPREDNISOLONE MERCK 20 MG Poudre pour solution en flacon;
9271456;LITAK 2 mg/ml solution injectable en flacon de 5 ml;
9271539;REMODULIN 1 mg/ml solution pour perfusion (voie sous-cutanÇe) en flacon de 20 ml;
9271545;REMODULIN 10 mg/ml solution pour perfusion (voie sous-cutanÇe) en flacon de 20 ml;
9271551;REMODULIN 2,5 mg/ml solution pour perfusion (voie sous-cutanÇe) en flacon de 20 m;
9271568;REMODULIN 5 mg/ml solution pour perfusion (voie sous-cutanÇe) en flacon de 20 ml;
9271692;INSPRA 25MG CPR;
9271700;INSPRA 50MG CPR;
9268402;MITOXANTRONE TEVA 25 MG/12,5 ML Solution Ö diluer pour perfusion en flacon de 12,5 ml;
9268508;ZAVEDOS 10 MG/10 ML solution pour perfusion en flacon polypropyläne de 10 ml;
9268514;ZAVEDOS 10 MG/10 ML solution pour perfusion en flacon en verre de 10 ml;
9268520;ZAVEDOS 20 MG/20 ML solution pour perfusion en flacon polypropyläne de 20 ml;
9268537;ZAVEDOS 20 MG/20 ML solution pour perfusion en flacon en verre de 20 ml;
9268543;ZAVEDOS 5 MG/5 ML solution pour perfusion en flacon polypropyläne de 5 ml;
9269034;REPLAGAL 1 mg/ml solution Ö diluer pour perfusion en flacon de 1 ml;
9203408;AMBISOME 50 mg poudre pour suspension de liposomes pour perfusion en flacon de 30 ml;
9203934;PIPERACILLINE MERCK 1 G Poudre injectable;
9203940;PIPERACILLINE MERCK 2 G Poudre injectable;
9203957;PIPERACILLINE MERCK 4 G Poudre injectable;
9205459;VINCRISTINE TEVA 1 MG/ML Solution injectable;
9206453;REVASC 15 MG Poudre et solvant pour solution injectable;
9206708;INTRONA 10 MUI/1 ml solution injectable ou perfusion;
9226792;METHYLPREDNISOLONE MERCK 40 MG Poudre pour solution injectable;
9226852;NALBUPHINE MERCK 20 MG/2 ML Solution injectable en ampoule;
9226929;TOBRAMYCINE MERCK 25 MG/2,5 ML Solution injectable;
9226935;TOBRAMYCINE MERCK 75 MG/1,5 ML Solution injectable;
9226941;TRIFLUCAN 2 mg/ml solution pour perfusion en flacon de 200 ml;
9226970;VANCOMYCINE MYLAN 125 MG poudre pour solution pour perfusion (IV);
9226987;VANCOMYCINE MYLAN 250 MG poudre pour solution pour perfusion (IV);
9274182;TRUVADA comprimÇ pelliculÇ;
