CODE_UCD;LISTE;NOM_COURT;DT_DINSCRI;DT_FINSCRI;MOTIF_FIN;LABO_EXP;DT_SOURDOC;DT_APPRIX;PRIX_HT;PRIX_TTC;T_FACTURE;MARGE_TTC;DT_APTAUX;TAUX;DT_DCOUSUP;DT_FCOUSUP;DT_APMAJO;MAJO_971;MAJO_972;MAJO_973;MAJO_974;DT_DLPRIVE;DT_FLPRIVE;DT_DLPUBLI;DT_FLPUBLI;NOM_LONG1;NOM_LONG2;ETAT;COD_FORME;FORME;COD_CFORME;CPMTFORME;DDD;D_ADMINIST;PAR_VOIE;COD_ATC;CLASSE_ATC;COD_EPHMRA;CLA_EPHMRA;RH;PH;PIH;SP;PS
9368983;R;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 10 ml;2011-11-23;;;CSL BEHRING SA;2021-02-03;2021-10-01;119.7;122.21;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 10 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9368983;T;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 10 ml;2011-11-23;;;CSL BEHRING SA;2021-02-03;2021-10-01;119.7;122.21;;;;;;;2011-11-23;1.16;1.16;1.16;1.16;2011-11-23;;2011-11-23;;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 10 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9369008;R;HIZENTRA 200MG/ML solution injectable sous-cutanÇe en flacon de 20 ml;2011-11-23;;;CSL BEHRING SA;2021-02-03;2021-10-01;239.4;244.43;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;HIZENTRA 200MG/ML solution injectable sous-cutanÇe en flacon de 20 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9369008;T;HIZENTRA 200MG/ML solution injectable sous-cutanÇe en flacon de 20 ml;2011-11-23;;;CSL BEHRING SA;2021-02-03;2021-10-01;239.4;244.43;;;;;;;2011-11-23;1.16;1.16;1.16;1.16;2011-11-23;;2011-11-23;;HIZENTRA 200MG/ML solution injectable sous-cutanÇe en flacon de 20 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9369014;R;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 5 ml;2011-11-23;;;CSL BEHRING SA;2021-02-03;2021-10-01;59.85;61.11;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 5 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9369014;T;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 5 ml;2011-11-23;;;CSL BEHRING SA;2021-02-03;2021-10-01;59.85;61.11;;;;;;;2011-11-23;1.16;1.16;1.16;1.16;2011-11-23;;2011-11-23;;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 5 ml;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;N;O;N;N;N
9369126;R;RIBAVIRINE SANDOZ 200 MG GÇlule;2011-11-23;2020-04-29;RADIATION;SANDOZ;2020-04-29;2013-01-01;2.975;3.04;N;22.0;2011-11-23;65.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;RIBAVIRINE SANDOZ 200 MG GÇlule;;S;21;GELULE;64;NE PAS OUVRIR ORAL(E);;;;J05AP01;RIBAVIRINE;J05D1;INTERFERON ET RIBAVIRINE ANTIVIRAUX CONTRE LES HEPATITES;N;N;N;O;O
9397080;R;NEVIRAPINE SANDOZ 200 MG comprimÇ;2014-04-19;;;SANDOZ;2020-11-26;2021-04-01;1.326;1.35;N;22.0;2014-04-19;100.0;;;2014-04-19;1.16;1.16;1.16;1.16;;;;;NEVIRAPINE SANDOZ 200 MG comprimÇ;;D;15;COMPRIME;330;COMPRIME ORAL(E);;;;J05AG01;NEVIRAPINE;J05C3;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES;N;N;N;N;N
9397134;R;NOVOEIGHT 1 000 UI poudre et solvant pour solution injectable;2014-09-27;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;648.0;661.61;N;22.0;2014-09-27;100.0;;;2014-09-27;1.16;1.16;1.16;1.16;;;;;NOVOEIGHT 1 000 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397134;T;NOVOEIGHT 1 000 UI poudre et solvant pour solution injectable;2014-10-23;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;648.0;661.61;;;;;;;2014-10-23;1.16;1.16;1.16;1.16;2014-10-23;;2014-10-23;;NOVOEIGHT 1 000 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397140;R;NOVOEIGHT 1 500 UI poudre et solvant pour solution injectable;2014-09-27;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;972.0;992.41;N;22.0;2014-09-27;100.0;;;2014-09-27;1.16;1.16;1.16;1.16;;;;;NOVOEIGHT 1 500 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397140;T;NOVOEIGHT 1 500 UI poudre et solvant pour solution injectable;2014-10-23;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;972.0;992.41;;;;;;;2014-10-23;1.16;1.16;1.16;1.16;2014-10-23;;2014-10-23;;NOVOEIGHT 1 500 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397157;R;NOVOEIGHT 2 000 UI poudre et solvant pour solution injectable;2014-09-27;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;1296.0;1323.22;N;22.0;2014-09-27;100.0;;;2014-09-27;1.16;1.16;1.16;1.16;;;;;NOVOEIGHT 2 000 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397157;T;NOVOEIGHT 2 000 UI poudre et solvant pour solution injectable;2014-10-23;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;1296.0;1323.22;;;;;;;2014-10-23;1.16;1.16;1.16;1.16;2014-10-23;;2014-10-23;;NOVOEIGHT 2 000 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9400037;T;HERCEPTIN 600 MG/5ML solution injectable;2014-07-02;;;ROCHE;2022-03-25;2022-04-01;1160.905;1185.28;;;;;;;2014-07-02;1.16;1.16;1.16;1.16;2014-07-02;;2014-07-02;;HERCEPTIN 600 MG/5ML solution injectable;;D;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01FD01;TRASTUZUMAB;L01G3;ANTICANCEREUX ANTICORPS MONOCLONAL CONTRE HER-2;N;O;N;O;N
9400043;T;KADCYLA 100 MG PERF FL;2014-07-31;;;ROCHE SAS;2020-08-27;2020-01-01;1726.118;1762.37;;;;;;;2014-07-31;1.16;1.16;1.16;1.16;2014-07-31;;2014-07-31;;KADCYLA 100 MG PERF FL;;D;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01FD03;TRASTUZUMAB EMTANSINE;L01G3;ANTICANCEREUX ANTICORPS MONOCLONAL CONTRE HER-2;O;N;N;O;N
9400066;R;KADCYLA 160 MG PERF FL;2020-03-18;;;ROCHE SAS;2020-08-27;2020-03-18;;;O;22.0;2020-03-18;100.0;;;2020-03-18;1.16;1.16;1.16;1.16;;;;;KADCYLA 160 MG PERF FL;;D;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01FD03;TRASTUZUMAB EMTANSINE;L01G3;ANTICANCEREUX ANTICORPS MONOCLONAL CONTRE HER-2;O;N;N;O;N
9400066;T;KADCYLA 160 MG PERF FL;2014-07-31;;;ROCHE SAS;2020-08-27;2020-01-01;2761.786;2819.78;;;;;;;2014-07-31;1.16;1.16;1.16;1.16;2014-07-31;;2014-07-31;;KADCYLA 160 MG PERF FL;;D;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01FD03;TRASTUZUMAB EMTANSINE;L01G3;ANTICANCEREUX ANTICORPS MONOCLONAL CONTRE HER-2;O;N;N;O;N
9400391;R;LIKOZAM 1 MG/ML suspension buvable;2014-06-07;;;ROSEMONT PHARMACEUTICALS LTD;2021-05-19;2014-06-07;;;O;22.0;2016-06-12;100.0;;;2014-06-07;1.16;1.16;1.16;1.16;;;;;LIKOZAM 1 MG/ML suspension buvable;;D;50;SUSPENSION;284;SUSPENSION BUVABLE;;;;N05BA09;CLOBAZAM;N03A;ANTIEPILEPTIQUE;N;N;N;N;N
9400540;R;ADEMPAS 0,5 MG comprimÇ pelliculÇ;2014-05-20;;;MSD FRANCE;2020-12-23;2021-01-01;25.783;26.32;N;22.0;2020-12-24;100.0;;;2015-01-15;1.16;1.16;1.16;1.16;;;;;ADEMPAS 0,5 MG comprimÇ pelliculÇ;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;C02KX05;RIOCIGUAT;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;N;N
9400557;R;ADEMPAS 1.5 MG comprimÇ pelliculÇ;2014-05-20;;;MSD FRANCE;2020-12-23;2021-01-01;25.783;26.32;N;22.0;2020-12-24;100.0;;;2015-01-15;1.16;1.16;1.16;1.16;;;;;ADEMPAS 1.5 MG comprimÇ pelliculÇ;;D;15;COMPRIME;307;COMPRIME PELLICULE;;;;C02KX05;RIOCIGUAT;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;N;O;N;N;N
9353734;R;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 5 ml;2010-12-08;2021-09-28;RADIATION;ACCORD HEALTHCARE LTD;2021-09-28;2010-12-08;4.0;4.08;N;22.0;2010-12-08;100.0;2010-12-08;;2010-12-08;1.16;1.16;1.16;1.16;;;;;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 5 ml;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9353846;R;IMMUCYST 81 MG poudre pour suspension intravÇsicale;2017-12-27;;;SANOFI PASTEUR;2017-12-27;2017-12-27;155.0;158.26;N;22.0;2017-12-27;100.0;;;2017-12-27;1.16;1.16;1.16;1.16;;;;;IMMUCYST 81 MG poudre pour suspension intravÇsicale;;S;44;POUDRE;546;POUDRE ET SOLVANT PR SOL PR ADM VESICALE;;;;L03AX03;VACCIN BCG;L01X9;AUTRES ANTINEOPLASIQUES;N;N;N;N;N
9353970;T;LEVACT 2,5 MG/ML INJ FL26ML;2011-02-18;;;MUNDIPHARMA SAS;2022-02-04;2022-03-01;9.816;10.02;;;;;;;2011-02-18;1.16;1.16;1.16;1.16;2011-02-18;;2011-02-18;;LEVACT 2,5 MG/ML INJ FL26ML;;S;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;O;N;N;O;N
9353987;T;LEVACT 2,5 MG/ML INJ FL60ML;2011-02-18;;;MUNDIPHARMA SAS;2022-02-04;2022-03-01;37.786;38.58;;;;;;;2011-02-18;1.16;1.16;1.16;1.16;2011-02-18;;2011-02-18;;LEVACT 2,5 MG/ML INJ FL60ML;;S;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;O;N;N;O;N
9354053;R;TEMOZOLOMIDE MYLAN 100 MG GÇlule;2010-12-08;;;MYLAN SAS;2021-02-26;2021-04-01;8.294;8.47;N;22.0;2010-12-08;100.0;;;2010-12-08;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE MYLAN 100 MG GÇlule;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9354076;R;TEMOZOLOMIDE MYLAN 140 MG GÇlule;2010-12-08;;;MYLAN SAS;2021-02-26;2021-04-01;11.612;11.86;N;22.0;2010-12-08;100.0;;;2010-12-08;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE MYLAN 140 MG GÇlule;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9354082;R;TEMOZOLOMIDE MYLAN 180 MG GÇlule;2010-12-08;;;MYLAN SAS;2021-02-26;2021-04-01;14.93;15.24;N;22.0;2010-12-08;100.0;;;2010-12-08;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE MYLAN 180 MG GÇlule;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9371726;R;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 10 ml;2011-11-23;2021-09-28;RADIATION;MYLAN SAS;2021-09-28;2021-04-01;54.53;55.68;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 10 ml;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9371732;R;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;2011-11-23;2021-09-28;RADIATION;MYLAN SAS;2021-09-28;2021-04-01;29.585;30.21;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;N
9371778;R;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 20 ml;2011-11-23;2021-09-28;RADIATION;MYLAN SAS;2021-09-28;2021-04-01;103.607;105.78;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 20 ml;;NC;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;N;N
9372482;R;TOPOTECAN TEVA 4 MG/4ML Solution Ö diluer pour perfusion en flacon de 4 ml;2011-11-23;2021-09-28;RADIATION;TEVA SANTE;2021-09-28;2012-01-01;240.0;245.04;N;22.0;2011-11-23;100.0;;;2011-11-23;1.16;1.16;1.16;1.16;;;;;TOPOTECAN TEVA 4 MG/4ML Solution Ö diluer pour perfusion en flacon de 4 ml;;S;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CE01;TOPOTECAN;L01C3;ANTICANCEREUX DERIVES DE LA CAMPTOTHECINE;N;O;N;O;N
9372619;R;OCTAGAM 50 MG/ML solution pour perfusion en flacon de verre de 500 ml;2012-01-25;;;OCTAPHARMA SAS;2020-12-29;2021-10-01;1375.0;1403.88;N;22.0;2012-01-25;100.0;;;2012-01-25;1.16;1.16;1.16;1.16;;;;;OCTAGAM 50 MG/ML solution pour perfusion en flacon de verre de 500 ml;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9372619;T;OCTAGAM 50 MG/ML solution pour perfusion en flacon de verre de 500 ml;2011-12-17;;;OCTAPHARMA SAS;2020-12-29;2021-10-01;1375.0;1403.88;;;;;;;2011-12-17;1.16;1.16;1.16;1.16;2011-12-17;;2011-12-17;;OCTAGAM 50 MG/ML solution pour perfusion en flacon de verre de 500 ml;;D;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;N;O;N;N;N
9372743;R;TEMOZOLOMIDE SUN 100 MG gÇlule;2012-02-16;;;SUN PHARMACEUTICALS INDUSTRIES;2021-02-26;2021-04-01;8.294;8.47;N;22.0;2012-02-16;100.0;;;2012-02-16;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE SUN 100 MG gÇlule;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9397163;R;NOVOEIGHT 250 UI poudre et solvant pour solution injectable;2014-09-27;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;162.0;165.4;N;22.0;2014-09-27;100.0;;;2014-09-27;1.16;1.16;1.16;1.16;;;;;NOVOEIGHT 250 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397163;T;NOVOEIGHT 250 UI poudre et solvant pour solution injectable;2014-10-23;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;162.0;165.4;;;;;;;2014-10-23;1.16;1.16;1.16;1.16;2014-10-23;;2014-10-23;;NOVOEIGHT 250 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397186;R;NOVOEIGHT 3 000 UI poudre et solvant pour solution injectable;2014-09-27;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;1944.0;1984.82;N;22.0;2014-09-27;100.0;;;2014-09-27;1.16;1.16;1.16;1.16;;;;;NOVOEIGHT 3 000 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397186;T;NOVOEIGHT 3 000 UI poudre et solvant pour solution injectable;2014-10-23;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;1944.0;1984.82;;;;;;;2014-10-23;1.16;1.16;1.16;1.16;2014-10-23;;2014-10-23;;NOVOEIGHT 3 000 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397192;R;NOVOEIGHT 500 UI poudre et solvant pour solution injectable;2014-09-27;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;324.0;330.8;N;22.0;2014-09-27;100.0;;;2014-09-27;1.16;1.16;1.16;1.16;;;;;NOVOEIGHT 500 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397192;T;NOVOEIGHT 500 UI poudre et solvant pour solution injectable;2014-10-23;;;NOVO NORDISK PHARMACEUTIQUE SA;2017-03-30;2017-05-01;324.0;330.8;;;;;;;2014-10-23;1.16;1.16;1.16;1.16;2014-10-23;;2014-10-23;;NOVOEIGHT 500 UI poudre et solvant pour solution injectable;;D;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII, SUBSTITUTS INCLUS;N;N;N;N;N
9397217;R;IKERVIS 1 MG/ML collyre en Çmulsion;2013-12-21;2021-10-30;RADIATION;SANTEN SAS;2021-07-27;2013-12-21;;;O;22.0;2015-06-09;100.0;;;2013-12-21;1.16;1.16;1.16;1.16;;;;;IKERVIS 1 MG/ML collyre en Çmulsion;;D;14;COLLYRE;618;COLLYRE EN EMULSION;;;;S01XA18;CICLOSPORINE;S01K9;AUTRES MEDICAMENTS CONTRE LA SECHERESSE OCULAIRE;N;N;N;N;N
9401350;R;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon de 100 ml;2016-04-28;2021-09-28;RADIATION;ACCORD HEALTHCARE LIMITED;2021-09-28;2021-04-01;85.5;87.3;N;22.0;2016-04-28;100.0;;;2016-04-28;1.16;1.16;1.16;1.16;;;;;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon de 100 ml;;D;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C2;ANTICANCêREUX TAXANES;N;O;N;O;N
9401367;R;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon de 25 ml;2016-04-28;2021-09-28;RADIATION;ACCORD HEALTHCARE LIMITED;2021-09-28;2021-04-01;21.375;21.82;N;22.0;2016-04-28;100.0;;;2016-04-28;1.16;1.16;1.16;1.16;;;;;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon de 25 ml;;D;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C2;ANTICANCêREUX TAXANES;N;O;N;O;N
9401999;R;PARACETAMOL ARW10MG/ML 50ML, solution pour perfusion;2020-03-30;;;ARROW GENERIQUE;2020-03-29;2020-03-30;;;O;22.0;2020-03-30;100.0;;;2020-03-30;1.16;1.16;1.16;1.16;;;;;PARACETAMOL ARW10MG/ML 50ML, solution pour perfusion;;S;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;N02BE01;PARACETAMOL;N02B2;NON NARCOTIQUE OU ANTIPYRETIQUE HORS PRESCRIPTION;O;N;N;N;N
9402059;T;ENTYVIO 300 MG PERF FL20ML;2017-01-11;;;TAKEDA FRANCE SAS;2021-01-22;2019-01-01;1337.875;1365.97;;;;;;;2017-01-11;1.16;1.16;1.16;1.16;2017-01-11;;2017-01-11;;ENTYVIO 300 MG PERF FL20ML;;D;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L04AA33;VEDOLIZUMAB;L04X;AUTRES IMMUNOSUPPRESSEURS;O;N;N;N;N
9402125;R;IDELALISIB 100 MG comprimÇ pelliculÇ;2014-07-09;;;GILEAD SCIENCES;2014-07-08;2014-07-09;;;O;22.0;2014-07-09;100.0;;;2014-07-09;1.16;1.16;1.16;1.16;;;;;IDELALISIB 100 MG comprimÇ pelliculÇ;;S;15;COMPRIME;307;COMPRIME PELLICULE;;;;L01EM01;IDELALISIB;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;N;N
9402131;R;IDELALISIB 150 MG comprimÇ pelliculÇ;2014-07-09;;;GILEAD SCIENCES;2014-07-08;2014-07-09;;;O;22.0;2014-07-09;100.0;;;2014-07-09;1.16;1.16;1.16;1.16;;;;;IDELALISIB 150 MG comprimÇ pelliculÇ;;S;15;COMPRIME;307;COMPRIME PELLICULE;;;;L01EM01;IDELALISIB;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;N;N
9402303;T;REMSIMA 100 MG PERF FL;2014-12-24;;;CELLTRION HEALTHCARE FRANCE SA;2022-02-03;2022-03-01;132.191;134.97;;;;;;;2014-12-24;1.16;1.16;1.16;1.16;2014-12-24;;2014-12-24;;REMSIMA 100 MG PERF FL;;D;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L04AB02;INFLIXIMAB;L04B;MEDICAMENTS ANTI-TNF;O;N;N;N;N
9354099;R;TEMOZOLOMIDE MYLAN 20 MG GÇlule;2010-12-08;;;MYLAN SAS;2021-02-26;2021-04-01;1.659;1.69;N;22.0;2010-12-08;100.0;;;2010-12-08;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE MYLAN 20 MG GÇlule;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9354107;R;TEMOZOLOMIDE MYLAN 250 MG GÇlule;2010-12-08;;;MYLAN SAS;2021-02-26;2021-04-01;20.734;21.17;N;22.0;2010-12-08;100.0;;;2010-12-08;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE MYLAN 250 MG GÇlule;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
9354113;R;TEMOZOLOMIDE MYLAN 5 MG GÇlu;2010-12-08;;;MYLAN SAS;2021-02-26;2021-04-01;0.384;0.39;N;22.0;2010-12-08;100.0;;;2010-12-08;1.16;1.16;1.16;1.16;;;;;TEMOZOLOMIDE MYLAN 5 MG GÇlu;;D;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;N;O;N;O;N
